,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5706,682,Spain,Female,48,9,101198.01,1,1,1,49732.9,0
8633,767,France,Female,35,2,0.0,2,0,0,144251.38,0
6336,536,Germany,Female,35,4,121520.36,1,0,0,77178.42,0
9313,722,Germany,Female,37,0,125977.81,1,0,0,160162.42,0
9530,667,France,Male,41,6,0.0,2,0,0,167181.77,0
9978,774,France,Male,40,9,93017.47,2,1,0,191608.97,0
3431,468,France,Male,36,3,61636.97,1,0,0,107787.42,0
8045,771,Spain,Female,47,3,72664.0,2,1,1,107874.39,0
9901,706,Germany,Female,56,3,139603.22,1,1,1,86383.61,0
9330,630,France,Male,34,9,0.0,2,1,1,114006.35,0
1896,850,Spain,Female,38,3,0.0,2,0,1,179360.76,0
1420,724,Spain,Male,45,5,83888.54,1,0,1,34121.81,0
1524,796,France,Male,51,6,0.0,2,0,1,194733.28,0
2021,716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0
3978,837,Germany,Male,37,6,94001.61,2,1,0,140723.05,0
4144,655,France,Male,44,8,87471.63,1,0,1,188593.98,0
2899,586,France,Female,35,7,0.0,2,1,0,70760.69,0
1650,625,France,Male,34,6,0.0,2,0,0,197283.2,0
639,785,France,Female,36,4,135438.4,1,0,0,190627.01,0
479,658,France,Male,29,4,80262.6,1,1,1,20612.82,0
4585,603,France,Male,30,8,0.0,2,1,1,47536.46,0
7829,572,France,Female,36,8,68348.18,2,0,1,50400.32,0
7452,573,Spain,Male,44,8,0.0,2,0,0,62424.46,0
4747,663,Spain,Male,64,6,0.0,2,0,1,15876.52,0
1203,463,France,Male,35,2,101257.16,1,1,1,118113.64,0
834,633,France,Female,30,6,0.0,2,0,0,41642.29,0
3844,681,France,Male,38,6,153722.47,1,1,0,101319.76,0
8372,850,Germany,Male,44,2,112755.34,2,0,0,158171.36,0
241,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0
4571,598,Germany,Male,20,8,180293.84,2,1,1,29552.7,0
34,722,Spain,Female,29,9,0.0,2,1,1,142033.07,0
690,716,Germany,Male,27,1,122552.34,2,1,0,67611.36,0
3580,639,Germany,Female,41,5,98635.77,1,1,0,199970.74,0
1134,769,France,Female,27,2,0.0,1,1,1,57876.05,0
5460,661,Germany,Male,41,5,122552.48,2,0,1,120646.4,0
5817,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0
7732,820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0
7372,683,Spain,Male,34,9,114609.55,2,0,1,25339.29,0
2292,677,France,Male,27,2,0.0,2,1,1,20092.89,0
1936,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,0
6595,601,Spain,Male,24,7,0.0,2,0,0,144660.42,0
7221,625,France,Male,41,6,97663.16,2,1,0,57128.78,0
3394,466,France,Male,29,6,0.0,2,1,1,2797.27,0
4364,523,Germany,Male,27,8,61688.61,2,1,0,147059.16,0
354,613,France,Female,45,1,187841.99,2,1,1,147224.27,0
4704,588,France,Female,35,0,0.0,2,1,1,155485.24,0
1133,559,France,Male,34,4,0.0,2,1,1,66721.98,0
6811,779,France,Female,42,5,0.0,2,0,0,25951.91,0
2724,453,Germany,Female,38,8,120623.21,1,1,0,129697.99,0
9419,686,Germany,Male,26,1,57422.62,1,1,1,79189.4,0
1014,496,Spain,Female,43,3,0.0,2,0,1,199505.53,0
5432,599,Spain,Male,51,0,0.0,1,1,1,175235.99,0
999,759,France,Female,38,1,104091.29,1,0,0,91561.91,0
1634,705,Spain,Female,23,5,0.0,2,1,1,73131.73,0
7595,678,France,Female,50,6,0.0,1,1,0,8199.5,0
8934,846,France,Female,37,6,127103.97,1,1,1,41516.44,0
8690,762,Spain,Female,43,5,134204.67,1,1,1,139971.01,0
178,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0
2043,723,France,Male,34,5,0.0,2,0,1,12092.03,0
660,632,Germany,Female,41,3,81877.38,1,1,1,33642.21,0
4147,749,Germany,Male,66,6,182532.23,2,1,1,195429.92,0
6019,726,Spain,Female,35,9,0.0,2,0,1,100556.98,0
2744,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0
424,596,France,Male,39,9,0.0,1,1,0,48963.59,0
4165,775,France,Male,60,7,0.0,2,1,1,111558.7,0
5549,779,Spain,Male,33,3,0.0,2,1,0,30804.68,0
7607,838,Spain,Female,41,5,0.0,2,1,0,81313.51,0
3134,694,France,Male,34,5,127900.03,1,1,0,101737.8,0
6515,803,France,Female,65,2,151659.52,2,0,1,6930.17,0
5240,597,France,Female,24,1,103219.47,1,1,0,60420.07,0
6423,652,Spain,Male,41,8,115144.68,1,1,0,188905.43,0
8925,682,Germany,Male,32,2,105163.88,2,1,1,164170.46,0
9432,458,Germany,Female,28,2,171932.26,2,1,1,9578.24,0
8929,569,France,Female,35,4,93934.63,1,1,0,184748.23,0
211,603,France,Male,31,8,0.0,2,1,1,169915.02,0
6945,554,Germany,Female,31,6,135470.9,1,1,0,107074.81,0
7321,584,France,Male,36,9,0.0,1,1,1,105818.51,0
2666,740,France,Female,37,7,0.0,2,1,1,194270.91,0
2278,473,France,Female,33,5,125827.43,1,0,1,145698.73,0
1482,574,France,Male,26,8,97460.1,1,1,1,43093.67,0
3393,710,France,Male,30,6,0.0,2,1,1,8991.17,0
554,574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0
3189,692,France,Female,42,2,0.0,2,1,0,145222.93,0
8505,592,France,Male,28,5,137222.77,1,0,0,39608.58,0
9710,543,Germany,Female,37,3,122304.65,2,0,0,33998.7,0
9958,537,France,Male,37,6,0.0,1,1,1,17802.42,0
8592,719,Spain,Female,40,9,0.0,2,1,0,182224.14,0
2436,704,Spain,Male,37,4,0.0,2,0,0,25684.93,0
2929,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0
2379,624,France,Male,26,9,74681.9,2,0,0,31231.35,0
671,667,France,Male,42,9,0.0,2,0,1,58137.42,0
9269,642,France,Male,35,4,125476.31,1,1,1,91775.51,0
6310,685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0
5284,745,Germany,Male,51,3,99183.9,1,1,1,28922.25,0
7123,722,France,Female,38,3,0.0,2,0,1,167984.72,0
8324,654,France,Male,55,3,87485.67,1,1,1,3299.01,0
8821,662,Spain,Female,42,6,105021.28,1,1,0,48242.38,0
9753,656,Germany,Male,68,7,153545.11,1,1,1,186574.68,0
4203,791,France,Female,52,7,0.0,1,1,1,122782.5,0
5684,735,France,Female,25,3,91718.8,1,0,0,28411.23,0
3249,734,France,Male,37,3,80387.81,1,0,1,77272.62,0
8266,560,France,Female,35,1,0.0,2,1,0,3701.63,0
9902,730,France,Female,27,7,0.0,2,1,0,144099.48,0
3366,640,Germany,Female,74,2,116800.25,1,1,1,34130.43,0
7647,768,France,Male,25,0,78396.08,1,1,1,8316.19,0
3826,774,France,Male,76,4,112510.89,1,1,1,143133.18,0
7006,544,France,Female,33,6,0.0,2,1,1,124113.04,0
96,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0
8605,561,France,Female,49,8,0.0,2,1,1,12513.07,0
4591,711,France,Female,32,1,0.0,2,1,0,126188.42,0
8993,547,France,Female,35,4,0.0,1,1,1,133287.73,0
5295,706,Germany,Female,29,6,185544.36,1,1,0,171037.63,0
4286,781,France,Female,42,3,156555.54,1,1,1,175674.01,0
461,539,France,Male,39,3,0.0,2,1,0,36692.17,0
781,774,France,Female,28,1,71264.02,2,0,1,68759.57,0
1613,739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0
2483,750,France,Male,37,3,0.0,2,1,0,16870.2,0
6474,695,France,Male,37,2,0.0,2,1,1,99692.65,0
6979,539,France,Female,40,7,81132.21,1,1,0,167289.82,0
1401,620,Spain,Female,43,2,0.0,2,1,0,20670.1,0
5822,624,Spain,Male,35,2,0.0,2,1,0,87310.59,0
7384,634,France,Female,41,7,0.0,2,1,1,131284.93,0
4271,465,France,Male,33,5,0.0,2,0,1,78698.09,0
5270,588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0
9300,701,Germany,Male,41,9,164046.1,1,1,0,49405.93,0
6559,533,Germany,Male,38,4,70362.52,2,1,1,104189.46,0
8720,711,France,Female,28,8,0.0,2,0,0,105159.89,0
4254,590,Germany,Female,27,8,123599.49,2,1,0,1676.92,0
9249,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0
2109,596,Spain,Male,41,5,0.0,2,0,1,141053.85,0
5089,688,Germany,Male,45,9,103399.87,1,0,0,129870.93,0
3516,638,France,Female,34,7,0.0,2,1,1,198969.78,0
9178,798,Germany,Female,39,6,119787.76,1,1,1,164248.33,0
5651,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0
8829,683,France,Female,40,1,0.0,2,0,0,75762.0,0
8489,522,France,Female,41,7,0.0,2,0,1,176780.39,0
4998,559,Spain,Female,40,7,144470.77,1,1,1,18917.95,0
4433,674,France,Male,26,6,166257.96,1,1,1,149369.41,0
8607,602,Germany,Male,38,2,71667.97,2,0,0,137111.89,0
1112,690,France,Female,42,3,92578.14,2,0,0,70810.6,0
9233,543,France,Female,31,4,138317.94,1,0,0,61843.73,0
1339,682,Spain,Male,46,7,128029.72,1,1,1,62615.35,0
9583,602,Spain,Male,34,8,98382.72,1,1,0,39542.0,0
4865,590,France,Female,29,4,0.0,2,1,0,121846.81,0
7987,812,France,Male,32,5,133050.97,2,1,0,89385.92,0
1320,687,France,Female,47,7,0.0,2,1,1,177624.01,0
9303,698,Spain,Female,38,1,171848.38,1,0,0,16957.45,0
9016,577,Spain,Male,31,6,0.0,1,1,1,196395.25,0
8717,443,France,Male,44,2,0.0,1,1,0,159165.7,0
2869,524,France,Male,22,9,0.0,2,1,0,74405.34,0
9462,800,Spain,Female,46,6,0.0,2,1,0,171928.04,0
9035,535,France,Male,45,2,0.0,2,1,0,125658.28,0
7391,430,France,Male,31,5,0.0,1,1,0,95655.16,0
7126,523,France,Female,26,4,0.0,2,1,0,185488.81,0
4675,703,Germany,Female,38,9,99167.54,1,1,0,65720.92,0
4783,710,France,Female,37,5,0.0,2,1,0,115403.31,0
3323,487,Spain,Female,31,1,0.0,2,1,0,158750.13,0
9595,597,France,Male,61,5,0.0,2,1,1,81299.17,0
9515,639,Spain,Male,38,9,130233.14,1,1,1,81861.1,0
3159,834,France,Male,23,4,131254.81,1,1,0,20199.3,0
5669,648,Germany,Male,33,7,135310.41,2,0,1,171668.2,0
5638,729,France,Female,38,7,0.0,2,0,0,45779.9,0
6484,719,Spain,Male,44,2,0.0,2,1,0,196582.19,0
8739,518,France,Male,59,5,138772.15,1,0,1,123872.0,0
6543,814,Germany,Male,29,1,131968.57,2,1,1,147693.92,0
9730,586,Germany,Male,38,2,136858.42,1,0,1,189143.94,0
7300,669,Germany,Male,45,1,123949.75,1,0,0,110881.56,0
3338,688,Spain,Female,24,3,0.0,2,1,1,102195.16,0
4916,539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0
2745,655,Germany,Male,52,9,144696.75,1,1,1,49025.79,0
2437,581,France,Male,41,8,0.0,2,0,0,29737.14,0
2446,758,France,Male,51,8,81710.46,1,1,1,116520.07,0
6589,498,Germany,Male,45,7,109200.74,2,0,1,165990.44,0
9345,582,France,Male,50,2,148942.0,1,1,1,116944.3,0
979,550,France,Female,46,7,0.0,2,1,0,130590.35,0
2392,649,Spain,Male,51,4,0.0,1,1,1,150390.57,0
3873,530,Spain,Male,37,4,0.0,2,1,1,164844.37,0
4541,617,Spain,Female,36,7,115617.24,1,1,1,71519.4,0
4230,670,France,Female,41,10,0.0,3,1,0,81602.02,0
2772,597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0
9557,655,Germany,Male,67,6,148363.38,1,1,1,186995.17,0
1370,769,France,Female,26,7,0.0,2,1,0,176843.53,0
1553,592,France,Female,38,8,119278.01,2,0,1,19370.73,0
3287,693,France,Male,37,1,0.0,2,1,1,82867.55,0
6127,759,France,Female,33,2,0.0,2,1,0,56583.88,0
141,663,France,Male,34,7,0.0,2,1,1,180427.24,0
3058,680,Spain,Female,58,8,0.0,2,1,1,65708.5,0
8275,610,Spain,Female,46,5,116886.59,1,0,0,107973.44,0
3707,652,Spain,Female,42,3,83492.07,2,1,0,37914.12,0
2857,534,Spain,Male,51,3,0.0,2,0,1,20856.31,0
4359,545,Germany,Female,44,2,127536.44,1,1,0,108398.63,0
919,552,Spain,Male,45,9,0.0,2,1,0,26752.56,0
9026,546,Spain,Female,36,7,85660.96,1,0,0,134778.01,0
7702,850,France,Male,31,8,0.0,2,1,0,178667.7,0
8900,604,France,Female,71,2,0.0,2,1,1,49506.82,0
4110,558,France,Male,40,6,0.0,2,1,0,173844.89,0
754,838,Spain,Female,39,5,166733.92,2,1,0,14279.44,0
4833,762,France,Male,32,10,191775.65,1,1,0,179657.83,0
8511,643,Germany,Male,28,9,160858.13,2,1,0,27149.27,0
9561,678,Germany,Male,36,6,118448.15,2,1,0,53172.02,0
4386,783,Germany,Female,42,2,139707.28,1,1,0,2150.22,0
4676,684,Spain,Female,42,3,103210.27,1,1,0,31002.03,0
8317,666,France,Female,27,4,0.0,2,0,0,88751.45,0
2291,598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0
9535,850,Spain,Male,41,8,132838.07,1,1,1,175347.28,0
7972,751,Germany,Male,36,5,73194.99,1,1,1,89222.66,0
5117,757,France,Male,31,10,39539.39,2,0,0,192519.39,0
8769,622,France,Male,31,7,0.0,1,1,0,35408.77,0
2138,718,Spain,Male,45,3,105266.32,2,1,1,193724.51,0
130,758,France,Female,34,3,0.0,2,1,1,124226.16,0
9663,606,Germany,Male,40,9,95293.86,2,0,1,96985.58,0
6667,622,Spain,Female,26,8,0.0,2,1,1,124964.82,0
9711,521,Germany,Male,41,8,120586.54,1,0,1,20491.15,0
6046,593,Germany,Male,69,2,187013.13,2,0,1,105898.69,0
7305,687,France,Male,28,7,108116.66,1,1,1,27411.19,0
8194,632,France,Male,42,4,126115.6,1,1,0,100998.5,0
1499,461,France,Female,28,8,0.0,1,1,1,103349.74,0
2382,676,France,Male,30,1,128207.23,1,1,1,55400.17,0
2017,728,Spain,Female,37,4,0.0,1,0,0,4539.38,0
3572,697,Germany,Male,31,3,108805.42,2,0,1,123825.83,0
4586,602,France,Female,25,0,0.0,2,1,1,101274.17,0
1789,763,Spain,Female,37,6,0.0,2,1,1,149705.25,0
5693,653,France,Female,32,4,83772.95,1,0,1,23920.65,0
8017,459,Germany,Male,50,5,109387.9,1,1,0,155721.15,0
4235,595,France,Male,29,6,150685.79,1,1,0,87771.06,0
4542,630,France,Male,28,9,0.0,2,0,0,32599.35,0
8415,760,Spain,Male,38,3,91241.85,1,0,1,80682.35,0
8798,543,Spain,Male,23,5,0.0,2,1,0,117832.39,0
9837,750,France,Male,38,5,151532.4,1,1,1,46555.15,0
8384,755,France,Male,34,3,0.0,2,1,1,158816.03,0
3565,676,Spain,Female,30,5,0.0,2,0,1,157888.5,0
4081,721,Spain,Male,33,5,0.0,2,0,1,117626.9,0
6653,608,Germany,Male,23,8,197715.93,2,1,1,116124.28,0
5820,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0
3037,693,France,Male,21,1,0.0,2,1,1,3494.02,0
8874,582,Germany,Female,50,6,96486.57,2,1,1,20344.02,0
3677,631,Spain,Male,33,2,0.0,2,1,1,158268.84,0
1074,535,France,Female,31,7,111855.04,2,1,1,36278.89,0
4931,682,Germany,Male,81,6,122029.15,1,1,1,50783.88,0
6169,542,France,Male,29,9,0.0,1,1,0,8342.35,0
4848,635,France,Male,42,1,146766.72,2,0,1,164357.1,0
5981,634,Germany,Female,37,7,143258.85,2,1,0,192721.98,0
1319,756,Germany,Male,41,2,124439.49,2,0,1,47093.11,0
1408,707,France,Male,32,9,0.0,2,0,0,30807.02,0
4405,564,Spain,Female,35,9,0.0,2,1,1,105837.38,0
4027,662,Germany,Male,39,5,139822.11,2,1,1,146219.9,0
8161,588,France,Male,31,4,99607.37,2,0,1,35877.03,0
9413,751,France,Female,44,10,0.0,2,1,0,170634.49,0
9623,573,France,Female,47,8,154543.98,1,1,0,29586.73,0
3866,547,France,Female,29,6,104450.86,1,1,1,37160.28,0
3919,763,Spain,Female,39,7,0.0,2,1,0,19458.75,0
4339,559,France,Female,43,1,0.0,2,1,1,196645.87,0
9118,710,Spain,Male,23,6,0.0,2,1,1,134188.11,0
6133,667,Germany,Female,33,4,127076.68,2,1,0,69011.66,0
3883,519,France,Male,39,1,97700.02,1,1,1,30709.03,0
4406,637,Germany,Female,27,7,135842.89,1,1,1,101418.05,0
4602,722,Spain,Female,35,1,120171.58,1,1,0,125240.8,0
9749,533,France,Female,35,8,0.0,2,1,1,187900.12,0
7441,721,France,Male,54,5,0.0,2,1,1,4493.12,0
506,691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0
995,610,Spain,Male,29,9,0.0,3,0,1,83912.24,0
9813,590,Spain,Female,29,10,99250.08,1,1,1,129629.41,0
2155,660,France,Female,35,6,100768.77,1,1,0,19199.61,0
8751,575,Spain,Female,30,8,0.0,2,1,0,185341.63,0
819,720,France,Female,43,6,137824.03,2,1,0,172557.77,0
2467,617,France,Female,27,4,0.0,2,0,0,190269.21,0
6590,696,Spain,Female,30,0,0.0,2,1,1,9002.8,0
336,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0
3654,542,Germany,Male,33,8,142871.27,2,0,0,77737.86,0
1750,601,Germany,Female,33,7,114430.18,2,1,1,153012.13,0
8313,639,France,Male,38,3,0.0,1,1,0,42862.82,0
1346,643,France,Male,30,5,94443.77,1,1,1,165614.4,0
6565,663,France,Female,33,2,0.0,2,1,0,153295.0,0
9672,613,Germany,Male,28,7,76656.4,2,1,1,185483.24,0
2636,702,Spain,Male,30,2,0.0,2,1,1,145537.32,0
4227,633,France,Female,36,6,125130.28,1,0,0,125961.48,0
9147,636,France,Male,35,9,95478.17,1,0,0,169286.74,0
3382,655,Germany,Female,72,5,138089.97,2,1,1,99920.41,0
8700,709,Germany,Male,23,8,73314.04,2,1,0,63446.47,0
4816,600,France,Male,29,8,0.0,2,0,1,34747.43,0
4873,581,France,Male,37,7,0.0,2,1,1,74320.75,0
1739,715,France,Male,23,7,139224.92,2,1,0,65057.71,0
8399,543,France,Female,34,8,0.0,2,0,1,145601.8,0
6542,591,France,Male,35,7,183027.25,1,1,1,56028.79,0
8381,550,Germany,Male,36,2,113877.23,2,1,0,174921.91,0
9874,720,France,Male,44,4,0.0,2,1,0,163471.01,0
9891,680,France,Male,49,10,0.0,2,1,0,187008.45,0
7203,657,France,Male,33,1,84309.57,2,0,0,103914.4,0
8832,753,France,Male,35,4,0.0,2,1,1,106303.4,0
8241,565,France,Male,32,9,0.0,2,1,0,5388.3,0
3760,835,Spain,Male,38,7,86824.09,1,0,0,175905.97,0
8157,719,Spain,Female,32,7,0.0,1,0,0,76264.27,0
8035,577,France,Female,30,8,92472.1,2,0,1,126434.61,0
5526,579,Germany,Male,49,4,169377.31,1,1,1,123535.05,0
5043,712,Spain,Female,44,2,0.0,2,0,0,45738.94,0
4384,728,France,Male,37,0,0.0,2,1,1,72203.8,0
6106,762,Germany,Male,28,3,125155.83,2,1,1,106024.02,0
9322,767,France,Female,35,9,0.0,2,1,0,39511.61,0
8168,597,Spain,Female,33,2,0.0,2,1,1,4700.66,0
7415,812,France,Male,29,6,0.0,2,0,0,168023.6,0
3269,664,Germany,Male,33,7,97286.16,2,1,0,143433.33,0
5577,592,France,Female,62,5,0.0,1,1,1,100941.57,0
1863,731,Spain,Male,25,8,96950.21,1,1,0,97877.92,0
242,703,France,Male,37,8,105961.68,2,0,1,74158.8,0
3203,719,France,Male,69,3,0.0,2,1,1,58320.06,0
7852,743,Germany,Male,39,3,119695.75,1,0,1,26136.13,0
7873,782,France,Male,36,5,81210.72,2,0,1,108003.38,0
7742,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0
6070,629,Spain,Male,35,4,174588.8,2,0,1,158420.14,0
9676,585,France,Female,34,1,0.0,1,1,1,75503.6,0
9588,539,Germany,Male,42,1,177728.55,1,1,0,105013.63,0
5652,691,France,Female,29,9,0.0,2,0,0,199635.93,0
8586,650,Germany,Female,46,9,149003.76,2,1,0,176902.83,0
4596,567,France,Male,38,6,127678.8,2,0,0,45422.89,0
4659,410,Germany,Female,50,2,102278.79,2,1,0,89822.48,0
1334,489,Germany,Male,28,1,79460.98,2,1,1,167973.63,0
2465,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0
8165,606,Spain,Male,37,8,154712.58,2,1,0,89099.18,0
5810,495,Spain,Female,42,7,0.0,2,0,0,130404.53,0
5328,667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0
272,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0
7167,676,France,Male,29,7,131959.86,1,0,0,189268.81,0
4924,792,Germany,Male,36,5,115725.24,2,0,0,1871.25,0
157,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0
6369,646,France,Female,38,2,0.0,2,0,0,178752.73,0
3800,850,France,Female,28,2,0.0,2,1,1,38773.74,0
3801,699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0
8447,765,Spain,Female,33,5,84557.82,1,1,1,69039.43,0
1302,428,France,Female,31,2,0.0,2,1,0,54487.43,0
3470,649,France,Female,36,2,0.0,2,0,1,75035.48,0
480,788,Spain,Male,34,6,156478.62,1,0,1,181196.76,0
4117,561,France,Male,37,5,0.0,2,1,0,83093.25,0
5266,811,France,Male,31,7,117799.28,1,1,1,182372.35,0
1633,562,France,Male,35,7,0.0,1,0,0,48869.67,0
3856,679,Germany,Female,32,0,88335.05,1,0,0,159584.81,0
6086,535,Spain,Male,37,3,175534.78,2,1,1,9241.52,0
3970,509,France,Male,30,6,0.0,2,1,0,180598.86,0
6041,775,France,Male,45,8,0.0,1,1,0,130376.68,0
2306,697,France,Female,34,2,126558.92,1,1,0,73334.43,0
7047,785,Spain,Female,31,2,121691.54,2,0,0,81778.72,0
4580,478,France,Female,32,6,71187.24,1,1,1,110593.62,0
1818,633,Spain,Male,32,5,163340.12,2,1,1,74415.2,0
1711,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0
1226,531,Germany,Female,42,6,88324.31,2,1,0,75248.75,0
115,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0
1295,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0
2463,629,France,Male,32,2,0.0,2,0,1,77965.44,0
3508,426,France,Female,34,3,0.0,2,1,1,61230.83,0
5953,516,Spain,Female,31,7,0.0,1,1,0,47018.75,0
8520,634,Spain,Male,52,1,0.0,2,1,1,176913.42,0
4119,670,France,Male,36,7,0.0,2,0,0,59571.5,0
4942,592,France,Male,36,1,126477.42,1,0,0,179718.17,0
4493,825,Spain,Female,32,1,0.0,2,1,1,42935.15,0
7561,635,France,Male,41,4,103544.88,2,1,0,193746.55,0
2860,674,France,Male,45,7,142072.02,1,1,0,37013.29,0
9542,644,Spain,Male,37,9,0.0,2,1,1,96442.86,0
7887,716,Germany,Female,30,2,205770.78,2,0,0,65464.66,0
5046,793,Spain,Male,25,3,100913.57,1,0,0,10579.72,0
4272,640,Spain,Female,34,3,77826.8,1,1,1,168544.85,0
9188,628,Spain,Male,28,4,0.0,2,1,1,176750.81,0
4594,650,France,Female,31,1,160566.11,2,0,0,27073.81,0
6266,537,Spain,Female,33,7,136082.0,1,1,0,62746.54,0
2669,614,France,Female,19,5,97445.49,2,1,0,122823.34,0
8172,759,Spain,Male,31,8,0.0,2,1,1,99086.74,0
7389,667,Spain,Female,34,5,0.0,2,1,0,163830.64,0
73,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0
1183,652,France,Male,36,1,0.0,2,1,1,151314.98,0
7871,676,France,Female,36,3,91711.59,1,1,1,95393.43,0
4866,522,Germany,Female,37,3,95022.57,1,1,1,129107.59,0
732,657,Spain,Male,31,3,125167.02,1,0,0,98820.39,0
7404,733,France,Male,39,1,0.0,2,1,1,141841.31,0
1150,700,France,Female,27,6,137963.07,1,0,0,8996.79,0
7315,502,Germany,Female,33,6,125241.17,2,1,1,158736.07,0
1982,667,France,Male,28,6,165798.1,1,1,0,147090.9,0
7815,583,France,Male,38,8,0.0,1,1,0,47848.56,0
9421,613,France,Male,34,5,144094.2,1,1,0,44510.26,0
5830,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0
596,685,Spain,Male,43,9,0.0,2,1,0,107811.28,0
6220,807,France,Male,33,10,101952.97,2,1,0,178153.65,0
7163,850,France,Female,46,3,0.0,2,1,1,187980.21,0
9845,590,Spain,Female,38,9,0.0,2,1,1,148750.16,0
6476,739,France,Male,40,4,0.0,2,0,0,173321.65,0
1118,617,Spain,Male,61,7,91070.43,1,1,1,101839.77,0
2780,778,Spain,Male,40,8,104291.41,2,1,1,117507.11,0
1355,734,Spain,Male,39,6,0.0,1,1,1,95135.27,0
6031,740,Germany,Female,40,2,122295.17,2,1,1,30812.84,0
8173,757,Germany,Male,31,1,127320.36,3,1,0,163170.32,0
5300,640,France,Female,33,6,84719.13,2,1,1,113048.79,0
31,533,France,Male,36,7,85311.7,1,0,1,156731.91,0
7844,612,France,Female,38,1,0.0,2,1,1,9209.21,0
9168,681,France,Female,43,8,154100.3,1,0,0,114659.81,0
78,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0
20,732,France,Male,41,8,0.0,2,1,1,170886.17,0
8724,668,Spain,Female,30,8,0.0,2,1,0,138465.7,0
1035,678,Spain,Male,30,0,0.0,1,1,0,35113.08,0
8645,636,France,Female,20,10,124266.86,1,0,0,100566.81,0
8846,571,France,Female,53,2,0.0,2,1,0,28045.77,0
161,684,France,Male,30,2,0.0,2,1,0,83473.82,0
6111,648,France,Male,23,9,168372.52,1,1,0,134676.72,0
3734,796,Germany,Male,40,2,113228.38,2,1,1,46415.09,0
7252,567,Germany,Male,40,7,122265.24,1,1,0,138552.74,0
7215,548,Germany,Male,32,2,98986.28,1,1,1,55867.38,0
2028,458,France,Female,39,9,0.0,2,1,0,116343.09,0
5375,686,Spain,Male,38,7,111484.88,1,1,1,76076.2,0
1714,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0
311,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0
4883,614,Germany,Male,43,8,140733.74,1,1,1,166588.76,0
2914,604,France,Male,28,7,0.0,2,0,0,58595.64,0
2766,705,France,Male,30,1,0.0,1,1,1,181300.32,0
9344,727,France,Female,28,2,110997.76,1,1,0,101433.76,0
1700,608,France,Female,30,8,0.0,2,1,0,128875.86,0
4593,633,France,Female,44,7,0.0,2,1,0,29761.29,0
4028,463,Germany,Female,41,8,123151.51,2,1,0,70127.93,0
9627,641,Spain,Male,31,3,153316.14,1,1,0,59927.99,0
2799,760,France,Male,43,8,121911.59,1,1,0,193312.33,0
3950,794,Spain,Female,28,5,0.0,2,0,1,86699.98,0
1594,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0
3106,554,France,Female,45,6,0.0,2,1,1,181204.5,0
3454,612,France,Male,24,1,182705.05,1,1,1,171837.06,0
7582,797,Germany,Female,33,10,83555.58,1,0,0,69767.14,0
6132,687,France,Female,34,9,125474.44,1,1,0,198929.84,0
5736,581,France,Male,31,3,0.0,2,0,0,89040.61,0
5648,525,France,Male,35,7,165358.77,1,0,1,94738.54,0
1938,518,France,Male,38,3,90957.81,1,0,1,162304.59,0
796,702,France,Female,46,9,98444.19,1,0,1,109563.28,0
5761,710,France,Female,31,3,0.0,2,1,1,112289.06,0
5959,719,Spain,Female,33,7,0.0,2,1,0,20016.59,0
7543,777,France,Male,43,1,0.0,2,1,0,21785.91,0
